corporate	117.0
tropical	225.0
trains	205.0
intersection	18.0
impossible	190.0
turtles	173.0
proximity	250.0
hancock	0.0
clogged	29.0
dismissive	16.0
walkers	14.0
danishes	1.0
impressed	469.0
jobs	30.0
trip	3141.0
transfer	108.0
nazionale	0.0
leaves	77.0
replacing	27.0
meet	193.0
starbucks	533.0
meters	29.0
adjustable	7.0
reach	140.0
unable	141.0
street	2180.0
staircase	19.0
bookings	26.0
bidding	16.0
inch	67.0
maintain	19.0
halls	111.0
path	123.0
dinners	76.0
unmade	14.0
catering	43.0
mentioned	411.0
overpowering	13.0
units	144.0
splash	33.0
rodin	0.0
avenue	605.0
omni	57.0
yelling	45.0
jump	52.0
welcomed	110.0
pass	244.0
elysees	0.0
afternoons	39.0
caesars	2.0
snorkel	110.0
arena	0.0
recommendations	167.0
augustus	0.0
july	432.0
travel	930.0
plants	84.0
park	1781.0
bites	80.0
temp	69.0
republica	0.0
crack	37.0
stereo	6.0
chaise	32.0
petite	31.0
parc	7.0
connects	13.0
jacuzzis	45.0
eurostar	2.0
pillow	120.0
bloomingdales	50.0
omelettes	25.0
chairs	908.0
sheets	497.0
slight	123.0
charming	115.0
dorm	32.0
status	70.0
connections	33.0
snack	179.0
balconies	139.0
mould	41.0
heating	132.0
brisk	13.0
smallish	76.0
currency	19.0
self-parking	97.0
fireplace	2.0
statue	75.0
negative	708.0
breads	38.0
farmer	1.0
meat	93.0
burger	87.0
arriving	283.0
presented	89.0
popular	115.0
oeuvres	7.0
sandy	26.0
properties	215.0
meal	520.0
persons	42.0
congress	139.0
boy	105.0
pulled	146.0
box	208.0
proofed	11.0
occupant	26.0
slept	434.0
hamburgers	30.0
frequent	96.0
bally	2.0
rodeo	0.0
oxford	441.0
glad	383.0
favorite	378.0
horrible	433.0
wrong	515.0
p.m.	99.0
voucher	107.0
farther	32.0
square	1028.0
definately	457.0
treatment	102.0
greet	69.0
downhill	35.0
sounded	63.0
green	234.0
croissant	26.0
class	262.0
chef	55.0
veneto	0.0
ways	121.0
queue	180.0
junction	7.0
panel	48.0
attractions	630.0
camden	8.0
king	1070.0
resort	4970.0
kind	720.0
seedy	14.0
union	45.0
paned	7.0
purified	6.0
uss	97.0
largest	61.0
well-appointed	26.0
considerate	15.0
continued	79.0
pans	25.0
door	2716.0
ignorant	30.0
furnished	106.0
supplied	68.0
metres	28.0
wineries	0.0
seasons	100.0
usd	79.0
pane	8.0
languages	20.0
justify	15.0
toaster	36.0
duplex	1.0
capri	0.0
adults-only	11.0
proofing	34.0
mirage	0.0
faucet	61.0
depressing	57.0
buyer	10.0
disneyland	17.0
choppy	6.0
wi-fi	237.0
hostess	45.0
filling	51.0
positive	324.0
closets	19.0
tray	102.0
nonsmoking	9.0
cooling	21.0
brilliant	320.0
westin	102.0
fountain	20.0
lodge	76.0
shark	11.0
barely	235.0
times	2590.0
annex	7.0
hesitation	77.0
shoppers	10.0
share	232.0
tram	24.0
biggest	256.0
overworked	18.0
barrier	70.0
buffett	43.0
knowledgable	23.0
buffets	82.0
spots	174.0
fixed	373.0
guard	87.0
restrooms	23.0
welcoming	247.0
fountains	52.0
beware	216.0
players	9.0
redecorated	12.0
palm	70.0
relaxation	88.0
closest	128.0
10mins	28.0
hwy	6.0
us$	38.0
exhaust	26.0
bring	720.0
apologized	71.0
palacio	0.0
rooftop	326.0
us!	5.0
trouble	296.0
turkish	0.0
refill	21.0
boiling	18.0
rollaway	86.0
stocked	258.0
expense	54.0
radius	20.0
wave	31.0
chat	36.0
uncomfortable	210.0
planned	168.0
great	15711.0
tripadvisor	220.0
odd	201.0
popsicles	0.0
apartment	115.0
chai	0.0
management	510.0
alot	290.0
bleach	7.0
chelsea	15.0
ritz	84.0
emailed	65.0
palapas	42.0
shape	122.0
shinjuku	0.0
supermarket	47.0
alley	10.0
madness	16.0
item	115.0
mexico	186.0
cash	152.0
case	352.0
turquoise	11.0
historical	9.0
bit	2792.0
casa	18.0
outdated	204.0
extensive	65.0
refused	146.0
hut	48.0
eventually	182.0
valley	18.0
cart	137.0
throw	106.0
big	2401.0
cars	156.0
bid	63.0
working	699.0
hub	20.0
professionalism	33.0
greets	8.0
care	802.0
barri	17.0
card	673.0
enemy	11.0
brown	99.0
minimum	56.0
paid	1469.0
hop-on	3.0
handicap	33.0
news	107.0
queen-size	0.0
waterslides	8.0
dream	49.0
showered	45.0
gardens	149.0
lafayette	0.0
annual	58.0
freedom	5.0
ponte	0.0
approached	65.0
wash	182.0
walgreen	1.0
hospitality	120.0
indifferent	67.0
machines	219.0
bathtub	137.0
comforter	48.0
upscale	152.0
functioning	17.0
ticket	151.0
bartender	184.0
tech	30.0
agents	36.0
overrun	14.0
turn-down	14.0
eiffel	0.0
warm	1028.0
drinking	114.0
hype	21.0
faneuil	0.0
bastille	0.0
warf	0.0
duty	127.0
washington	24.0
spoon	15.0
inside	285.0
swim	349.0
spice	4.0
portable	38.0
matter	288.0
lodging	18.0
euros	140.0
drawer	50.0
whirlpool	29.0
bananas	7.0
celebrated	16.0
transport	144.0
avoid	397.0
patio	204.0
areas	830.0
meatpacking	6.0
unbeatable	24.0
campus	13.0
trust	79.0
month	232.0
contained	64.0
dogs	79.0
position	140.0
monte	0.0
shaving	27.0
theatre	376.0
offered	894.0
hostels	19.0
streetcars	0.0
dust	115.0
dominican	199.0
tear	43.0
windows	647.0
bet	45.0
apples	11.0
credit	435.0
team	127.0
waterfalls	71.0
paths	62.0
worth	1413.0
lucky	229.0
early	1538.0
wanting	138.0
lower	300.0
jetted	7.0
faster	42.0
peaceful	201.0
seafood	193.0
earls	0.0
valets	42.0
enclosure	2.0
usage	29.0
stainless	10.0
kidding	47.0
bed	5104.0
inexpensive	106.0
knees	14.0
worst	643.0
kids	1689.0
cana	263.0
interconnecting	6.0
laundromat	6.0
sleep	1000.0
worse	330.0
passeig	20.0
impeccably	19.0
sleek	31.0
workout	101.0
manning	1.0
furniture	473.0
vacuumed	48.0
efficient	503.0
impeccable	64.0
destination	141.0
approx	139.0
smoothly	96.0
bulbs	29.0
overpriced	417.0
hot	1837.0
gran	9.0
lemon	8.0
burns	17.0
groomed	7.0
hop	161.0
schedule	93.0
arts	13.0
15-20	14.0
arrive	307.0
pioneer	0.0
grab	126.0
planet	22.0
planes	184.0
calm	63.0
call	1197.0
plunge	7.0
hangers	67.0
answering	31.0
dispenser	13.0
spoke	377.0
improve	51.0
pounds	59.0
turndown	13.0
vegetarian	23.0
make-up	20.0
pace	29.0
bbq	36.0
terrific	222.0
high-speed	24.0
well-trained	6.0
millenium	2.0
shallow	40.0
lacking	132.0
bbc	14.0
ground	234.0
writing	86.0
aircon	67.0
dock	34.0
bay	1856.0
unforgettable	20.0
cake	77.0
airports	4.0
prepared	379.0
guarantee	72.0
yogurts	10.0
walt	39.0
travelling	174.0
bar	3647.0
incident	57.0
uptown	64.0
sliding	103.0
ocean	1447.0
taxis	146.0
wall	615.0
walk	4585.0
bag	346.0
question	139.0
hammocks	12.0
umbrella	89.0
bad	2230.0
bac	0.0
planning	262.0
curteous	10.0
drainage	10.0
threadbare	36.0
shaft	15.0
vacations	104.0
brick	50.0
reccomend	64.0
ruins	38.0
dedicated	21.0
neighborhood	105.0
supermarkets	7.0
doubt	151.0
stated	250.0
alcoholic	27.0
soaps	60.0
inform	49.0
temple	2.0
wake	186.0
doubles	91.0
stratford	0.0
theme	311.0
holidays	94.0
cozumel	40.0
angle	9.0
cloths	35.0
dump	62.0
ratings	35.0
souvenir	26.0
remembered	64.0
aquatica	3.0
bustle	71.0
suggested	97.0
crafts	27.0
manner	58.0
casino	142.0
property	1529.0
spaces	105.0
showers	137.0
overly	123.0
manned	8.0
office	181.0
shady	27.0
swam	40.0
e-mail	80.0
crumbs	20.0
queen	545.0
tasting	33.0
massive	190.0
north	274.0
nightmare	123.0
sectional	0.0
wait	1482.0
concierges	47.0
boston	29.0
controls	47.0
airport	2828.0
shade	136.0
computers	225.0
executive	281.0
laptops	30.0
inedible	15.0
powdery	5.0
multilingual	1.0
hospitable	40.0
match	62.0
bedside	89.0
bottles	204.0
gambling	4.0
traveller	85.0
talking	205.0
charging	122.0
hit	256.0
omelet	41.0
taxes	123.0
kahunaville	0.0
bottled	160.0
travelled	115.0
emptied	37.0
magic	146.0
heater	80.0
triple	88.0
cushioned	7.0
yummy	88.0
talked	90.0
bistro	220.0
trained	51.0
quay	0.0
on-site	91.0
works	202.0
piazza	3.0
younger	48.0
smaller	536.0
miracle	5.0
cafe	553.0
branson	0.0
heated	129.0
kiddies	8.0
advantage	234.0
gelato	3.0
kimpton	4.0
remote	164.0
retiro	0.0
faces	108.0
chinese	150.0
broke	62.0
system	346.0
style	434.0
healthy	41.0
november	191.0
quad	5.0
oriented	37.0
rides	72.0
buena	17.0
websites	29.0
airconditioning	32.0
faced	204.0
panels	5.0
embarcadero	4.0
seating	192.0
weights	44.0
sunken	12.0
groceries	62.0
checkpoint	0.0
hyde	6.0
lesson	25.0
sunlight	22.0
problem	1972.0
owners	108.0
payment	19.0
closeby	7.0
flat-screen	37.0
housekeeper	97.0
italian	274.0
transfers	44.0
pull-out	27.0
arrondissement	0.0
madison	216.0
spot	473.0
intrusive	21.0
adventure	60.0
aya	0.0
tickets	255.0
ride	681.0
jams	3.0
hey	136.0
answers	20.0
distances	20.0
salads	102.0
theater	96.0
website	749.0
totally	313.0
moana	0.0
cabs	127.0
iberostar	13.0
rico	9.0
deepest	6.0
receive	191.0
dated	425.0
behavior	15.0
exceptionally	123.0
courtious	6.0
wonderful	2098.0
deposit	101.0
freshener	37.0
degree	59.0
ponds	53.0
kitchenette	100.0
bridge	127.0
roof	376.0
caulking	4.0
tequila	16.0
leading	67.0
live	381.0
confirmation	124.0
popolo	0.0
discounted	97.0
helpful	3560.0
locate	48.0
priceline	622.0
brush	46.0
unclean	37.0
blind	30.0
ripped	65.0
spotless	298.0
stones	27.0
s-bahn	0.0
discount	266.0
fantastic	1561.0
dripping	13.0
friend	589.0
gaulle	1.0
livingroom	8.0
advertised	124.0
travelers	254.0
aria	0.0
holes	67.0
paying	564.0
money	1978.0
royalty	50.0
properly	207.0
museums	39.0
stadium	41.0
ave	396.0
plates	72.0
reported	92.0
deeper	10.0
nob	0.0
takes	283.0
roped	8.0
rocky	22.0
rome	9.0
kensington	2.0
premises	63.0
channels	246.0
roma	1.0
rocks	46.0
chicago	40.0
security	547.0
arranging	27.0
hbo	19.0
outstanding	336.0
waterfront	104.0
exploring	153.0
empty	250.0
monde	0.0
list	195.0
disturbed	64.0
roll	120.0
tokyo	1.0
replace	77.0
luxury	395.0
desserts	47.0
atm	23.0
burgers	58.0
satellite	14.0
worried	365.0
brasseries	0.0
ham	64.0
outrageous	75.0
bustling	42.0
wailea	315.0
freeway	18.0
ate	822.0
mexican	201.0
seated	69.0
dishes	156.0
wander	39.0
trolley	262.0
refund	112.0
breakfasts	226.0
mayflower	3.0
orsay	0.0
circus	35.0
finding	215.0
heartily	4.0
horns	48.0
cocktails	160.0
minimal	129.0
building	1610.0
neck	18.0
tender	24.0
ginza	0.0
scratchy	27.0
neighbour	9.0
banged	20.0
liquor	49.0
area	4605.0
drapes	33.0
dual	10.0
art	106.0
rivoli	1.0
satisfied	162.0
control	197.0
airconditioner	3.0
receipt	61.0
floor-to-ceiling	4.0
coffee/tea	27.0
mountains	23.0
foliage	18.0
beverage	67.0
blvd	3.0
visiting	362.0
snorkeling	270.0
arc	0.0
treasure	12.0
encounter	76.0
refurbished	121.0
tub/shower	22.0
neat	104.0
happily	73.0
letter	59.0
days	2167.0
rijksmuseum	0.0
blue	212.0
person	1096.0
glasses	148.0
tvs	140.0
arcade	48.0
nervous	161.0
size	1933.0
locks	27.0
arch	2.0
pasta	90.0
catching	11.0
mention	360.0
charges	434.0
odeon	0.0
market	249.0
paradise	154.0
electrical	27.0
fabulous	579.0
jewish	2.0
riviera	24.0
charged	661.0
average	1005.0
seatac	0.0
partner	194.0
rust	15.0
neighbors	89.0
locals	122.0
monica	4.0
link	51.0
tub	657.0
choose	460.0
flatiron	21.0
establishment	28.0
explain	84.0
temperature	252.0
history	25.0
tv.	45.0
equipment	193.0
printing	45.0
limo	49.0
configuration	16.0
sleeping	378.0
showering	68.0
completely	375.0
pampered	28.0
tst	0.0
yaletown	0.0
bother	498.0
forgot	168.0
ana	5.0
french	166.0
manicured	26.0
musty	149.0
western	36.0
century	39.0
sinks	48.0
chips	79.0
tastings	0.0
couples	198.0
soaker	1.0
gym	524.0
vegetables	31.0
leaking	24.0
minor	300.0
soaked	41.0
smelt	116.0
forward	256.0
rode	32.0
conditioning	384.0
extra	1514.0
warner	0.0
second	1153.0
smell	658.0
restaurant	3106.0
streets	201.0
tiles	146.0
dallas	17.0
borghese	0.0
warned	110.0
ala	49.0
blood	42.0
freezing	96.0
tiled	64.0
blocks	869.0
stained	186.0
rock	222.0
blow	67.0
reliable	56.0
televisions	20.0
confirmed	136.0
topless	35.0
choice	1017.0
sits	56.0
simply	355.0
feeling	316.0
assistance	84.0
trash	128.0
love	905.0
spas	12.0
restaurants	2956.0
questions	320.0
friends	761.0
versailles	0.0
points	317.0
hairdryer	173.0
site	601.0
salmon	26.0
china	24.0
runs	153.0
cistern	7.0
simple	282.0
nightstand	34.0
granite	51.0
refrigerators	27.0
tunnel	7.0
robe	14.0
housekeepers	66.0
porters	57.0
leicester	62.0
receptionist	242.0
dining	614.0
hills	17.0
visitors	121.0
oversized	19.0
etoile	0.0
loud	740.0
people	3752.0
happier	62.0
flamingo	1.0
circle	36.0
standard	1188.0
dark	395.0
squeaky	6.0
village	759.0
motel	187.0
top	1396.0
mountain	32.0
automatically	63.0
touristic	20.0
lots	1323.0
accommodated	49.0
guy	328.0
road	952.0
air	1197.0
sewer	12.0
easily	411.0
patient	43.0
gotic	18.0
cubicle	50.0
selling	105.0
help	1067.0
child	113.0
complain	523.0
flooding	13.0
drains	12.0
lost	296.0
meeting	417.0
visible	40.0
held	181.0
vacuum	29.0
friendliest	37.0
disturbing	43.0
inconsistent	24.0
attendant	97.0
stopper	15.0
lose	53.0
catherine	2.0
gentlemen	27.0
gluten	3.0
humidity	28.0
nap	43.0
twin	429.0
disney	2058.0
definetly	39.0
lift	307.0
all-inclusive	124.0
games	123.0
stopped	257.0
baltimore	7.0
headboard	17.0
piano	16.0
linens	194.0
putting	148.0
ago	254.0
life	332.0
so-so	52.0
hopefully	87.0
age	177.0
kowloon	0.0
dusty	44.0
modern	1208.0
arrangements	62.0
uninterested	12.0
local	458.0
curved	14.0
princess	282.0
portions	51.0
battery	49.0
cigarettes	28.0
features	110.0
cleaners	66.0
excalibur	0.0
steps	234.0
shocked	118.0
favourite	50.0
length	53.0
driving	150.0
euro	96.0
adequately	24.0
featured	26.0
repeat	66.0
bills	34.0
shelves	21.0
strip	87.0
lido	3.0
sushi	106.0
bedrooms	145.0
exceedingly	18.0
ruin	51.0
trams	8.0
contacted	125.0
bored	56.0
orly	0.0
mitte	0.0
reduced	48.0
remodeled	85.0
sandwich	82.0
well-equipped	23.0
damp	84.0
grumpy	13.0
sink	620.0
wynyard	0.0
laundry	210.0
nightly	115.0
loved	1986.0
details	161.0
dame	3.0
drained	14.0
issue	703.0
wedding	426.0
loop	16.0
converted	20.0
kudos	46.0
gps	9.0
scam	31.0
michigan	2.0
luxembourg	0.0
amenities	780.0
gentleman	72.0
chinatown	23.0
button	52.0
add	339.0
oceanview	64.0
miami	26.0
bavaro	32.0
pushy	36.0
forget	291.0
sunday	283.0
minute	1309.0
rugs	19.0
cockroach	63.0
chose	469.0
lighted	14.0
smelling	36.0
fitness	405.0
tipped	126.0
roaches	48.0
waffles	63.0
scuba	57.0
u-bahn	0.0
cheese	170.0
well-maintained	27.0
soiled	13.0
relaxed	128.0
long	1882.0
cheery	10.0
return	1310.0
routes	40.0
router	5.0
spare	38.0
knob	20.0
italy	72.0
god	89.0
quieter	169.0
woken	96.0
waitstaff	37.0
wires	12.0
champagne	130.0
finally	712.0
courts	67.0
easier	117.0
seaweed	112.0
valentin	0.0
orleans	36.0
abc	6.0
music	441.0
wired	62.0
strategic	7.0
vacation	1530.0
interior	144.0
indoors	14.0
attempts	30.0
relaxing	773.0
train	506.0
pizza	220.0
trail	43.0
westfield	2.0
absolute	105.0
larger	445.0
fish	361.0
salty	14.0
catered	54.0
horton	54.0
aaa	81.0
course	761.0
giant	69.0
salts	1.0
california	118.0
strange	135.0
dropped	111.0
carnegie	0.0
go!	15.0
pressure	260.0
difference	236.0
cable	118.0
attitude	290.0
extras	88.0
greated	27.0
cancun	82.0
doorstep	34.0
rude	619.0
firm	76.0
earplugs	111.0
thyssen	0.0
online	249.0
block	644.0
soup	45.0
loose	63.0
heathrow	30.0
traveler	183.0
fire	467.0
highway	52.0
ended	592.0
springs	689.0
matress	22.0
opinion	288.0
tired	487.0
in-room	210.0
traveled	184.0
omelets	36.0
returned	1027.0
stanley	0.0
massages	88.0
bottom	267.0
tea	356.0
germain	0.0
occupants	29.0
season	161.0
roomy	122.0
mirrored	4.0
replaced	240.0
alternative	85.0
future	258.0
sunbathe	5.0
covered	224.0
daytona	319.0
asked	2035.0
centre	346.0
gallery	9.0
cover	130.0
timeshare	168.0
dingy	134.0
centraal	0.0
enjoy	994.0
director	22.0
awakened	30.0
partition	9.0
sign	335.0
plasma	78.0
ideas	16.0
heat	245.0
walkway	42.0
musee	0.0
hear	1183.0
safes	18.0
summary	85.0
mayor	1.0
ideal	457.0
cabin	15.0
fault	347.0
mcdonald	7.0
zoo	253.0
signs	155.0
stylish	131.0
definitley	22.0
grassy	4.0
include	149.0
head	366.0
operator	58.0
prompt	158.0
borrow	26.0
montparnasse	0.0
crawling	26.0
penthouse	26.0
mattress	195.0
i-4	5.0
glazed	27.0
smooth	118.0
sort	260.0
donuts	6.0
heavy	108.0
hillcrest	4.0
slippery	10.0
closet	325.0
best	2985.0
closes	71.0
closer	232.0
smelly	127.0
slippers	34.0
snoring	12.0
electric	38.0
smells	72.0
chocolate	231.0
badly	107.0
husband	1617.0
rays	25.0
dripped	11.0
bottle	383.0
closed	589.0
smokers	47.0
diner	65.0
plug	89.0
tax	179.0
spectacular	330.0
mtr	0.0
lush	103.0
trade	51.0
cartes	21.0
fine	1565.0
find	2313.0
thoughtful	21.0
families	359.0
tap	56.0
tan	15.0
dined	45.0
backwards	31.0
television	120.0
loft	2.0
onsite	82.0
tag	51.0
deserves	52.0
directly	484.0
tad	52.0
sites	198.0
receptionists	46.0
steer	20.0
edges	40.0
steep	84.0
staffs	45.0
decision	96.0
steel	15.0
painting	28.0
delivery	89.0
separate	405.0
side	1678.0
uphill	1.0
washer	125.0
chatty	13.0
l'occitane	0.0
breeze	188.0
dealing	59.0
upper	167.0
landscaped	45.0
washed	48.0
fill	92.0
interacted	13.0
basket	44.0
butter	43.0
mrt	0.0
minimums	0.0
relax	437.0
sick	197.0
nation	1.0
cinema	5.0
depth	14.0
hesitate	170.0
fruits	76.0
sheraton	1361.0
inspection	15.0
knew	446.0
stuffy	83.0
changi	0.0
route	89.0
overcrowded	39.0
peeling	195.0
change	755.0
overwhelmed	47.0
acknowledge	13.0
gem	119.0
splashing	11.0
gel	53.0
hyatt	1355.0
voices	8.0
casual	73.0
busses	58.0
loungers	59.0
buildings	256.0
health	87.0
heart	328.0
settled	81.0
fresh	794.0
dollars	367.0
longest	21.0
brand	161.0
poisoning	26.0
lagoon	49.0
knowledgeable	76.0
hassle	125.0
lock	159.0
clarke	0.0
cereal	128.0
heard	738.0
servers	66.0
fixture	9.0
accomodate	91.0
mr.	36.0
top-notch	24.0
bent	24.0
sight	213.0
TRUE	0.0
recommendation	108.0
superb	275.0
overcharged	38.0
process	249.0
switch	170.0
freemont	0.0
formed	14.0
substantial	27.0
petals	36.0
mini-fridge	24.0
steam	48.0
steal	44.0
understanding	46.0
dolphins	31.0
steak	181.0
rate	1527.0
nibbles	3.0
non-refundable	12.0
mod	15.0
hired	17.0
recreation	19.0
river	273.0
prepaid	35.0
refills	28.0
russell	9.0
inviting	98.0
granola	9.0
d�cor	0.0
vent	52.0
luckily	166.0
ferry	108.0
orders	29.0
filthy	188.0
apart	260.0
speaking	179.0
payed	50.0
anniversary	318.0
radisson	24.0
bell	326.0
disinterested	9.0
kitchens	23.0
depot	12.0
chance	235.0
gas	208.0
gap	31.0
complimentary	476.0
noticeable	45.0
lastminute	8.0
wo	405.0
iron	168.0
warmly	52.0
wi	17.0
wc	17.0
earned	10.0
prior	350.0
malls	11.0
honolulu	6.0
waterfall	24.0
accommodations	163.0
shuttle	861.0
valet	664.0
electronic	39.0
stayed	8275.0
luke	21.0
space	955.0
vegetation	22.0
directed	57.0
decorated	444.0
flooring	21.0
turistic	14.0
formal	24.0
round	255.0
print	167.0
club	1523.0
firmer	5.0
sausage	48.0
soho	139.0
celebration	35.0
w/	67.0
japanese	108.0
uk	72.0
triumph	0.0
enormous	79.0
deluxe	277.0
party	463.0
moving	150.0
parts	147.0
fabulo	11.0
requesting	44.0
tramway	0.0
center	1210.0
hdtv	17.0
sensitive	56.0
lives	73.0
tv	1609.0
mins	535.0
cushions	22.0
prime	136.0
drive	651.0
definitely	2204.0
sales	122.0
hallways	217.0
v.	48.0
mini	476.0
celebrating	53.0
lazare	0.0
comforters	39.0
birds	114.0
wynn	0.0
ti	6.0
mine	165.0
mind	567.0
foot	210.0
corridor	153.0
library	14.0
mirror	126.0
attentive	326.0
soft	235.0
riverwalk	0.0
landmarks	13.0
ordered	301.0
bitten	25.0
rank	27.0
min	472.0
navigate	32.0
st	1009.0
rang	81.0
sq	72.0
sun	423.0
food	4754.0
sum	66.0
fridge	524.0
reserve	179.0
volley	10.0
sofa	304.0
hippodrome	0.0
sf	7.0
sd	112.0
cancel	61.0
robes	72.0
full-size	11.0
beans	58.0
quaint	61.0
height	28.0
swimming	470.0
saving	81.0
mayan	46.0
milk	118.0
rm	35.0
design	170.0
floating	40.0
mile	234.0
double	1383.0
garages	14.0
d'armes	0.0
staying	2156.0
ottoman	11.0
sizes	32.0
beams	2.0
sorted	67.0
inner	46.0
mgm	8.0
frosted	11.0
oddly	25.0
civic	0.0
strolling	19.0
interested	180.0
sized	350.0
genuinely	50.0
beer	294.0
needless	157.0
facing	377.0
belltown	0.0
decor	743.0
soda	87.0
range	189.0
gloucester	0.0
occupancy	44.0
plugged	21.0
furnishings	158.0
barajas	0.0
science	6.0
beef	52.0
assisting	18.0
zone	27.0
sprayed	23.0
monuments	0.0
happen	149.0
escorted	29.0
keeping	155.0
occasions	113.0
fold	30.0
st.	7.0
agent	208.0
london	1356.0
pm	401.0
beds	2446.0
legoland	13.0
uniformly	13.0
personable	44.0
easy	1464.0
quicker	38.0
digital	21.0
exemplary	10.0
kiddie	61.0
east	602.0
warmer	32.0
pc	46.0
move	539.0
shut	173.0
insulation	20.0
salad	103.0
shouting	36.0
met	541.0
american	220.0
hearty	9.0
vista	21.0
ease	62.0
men	76.0
foods	82.0
eating	333.0
golden	11.0
clueless	16.0
skyline	76.0
purchased	94.0
connect	89.0
oj	18.0
court	498.0
happy	1170.0
attended	179.0
mouffetard	0.0
ruined	63.0
rough	86.0
venture	55.0
rouge	16.0
sofia	0.0
colour	13.0
harrah	0.0
seine	0.0
crossing	30.0
luck	165.0
cancellation	30.0
rain	143.0
cooler	66.0
rail	43.0
soap	224.0
darling	6.0
enthusiastic	9.0
unter	0.0
soak	43.0
recommend	3070.0
pick-up	12.0
cooled	18.0
spg	88.0
banquet	19.0
apologetic	66.0
accomadating	5.0
funny	97.0
bench	25.0
spa	799.0
friday	247.0
width	5.0
europe	100.0
bubble	14.0
surly	65.0
cabanas	60.0
brought	564.0
mediocre	163.0
pancras	4.0
waiters	125.0
debris	17.0
aware	226.0
son	416.0
calling	136.0
sq.	22.0
sol	52.0
beat	301.0
blast	131.0
boulevard	1.0
heads	51.0
player	64.0
attention	224.0
pros	225.0
limited	352.0
yard	26.0
concrete	68.0
grill	226.0
front-desk	30.0
coloseum	0.0
