ncJHHRHqsEKUl_5InoDBRA	3.857	3.857	3.857	3.857	3.857		4.527	1.365	1.397	1.286		0.790	0.041	0.073	0.097
EoAY1JSVeJriBzId8lUQwQ	2.609	2.609	2.609	2.609	2.609		4.397	1.367	1.394	1.292		0.415	0.100	0.207	0.278
wJr6kSA5dchdgOdwH6dZ2w	3.400	3.400	3.400	3.400	3.400		4.358	1.367	1.405	1.293		0.682	0.060	0.111	0.147
VkFDer80GOrelWALdgNReg	3.914	3.914	3.914	3.914	3.914		4.446	1.363	1.395	1.286		0.829	0.035	0.061	0.076
8Nm_jcCYtMXYW0ODSHDiXA	4.167	4.167	4.167	4.167	4.167		4.474	1.367	1.391	1.291		0.902	0.021	0.035	0.042
f_e6RWJIERK708E4Cod1wg	4.375	4.375	4.375	4.375	4.375		4.579	1.368	1.380	1.277		0.937	0.014	0.022	0.026
1xRLO1NM8-3soskp2fEgyw	3.857	3.857	3.857	3.857	3.857		4.415	1.376	1.405	1.289		0.818	0.037	0.064	0.080
oMoSc4tTay_THqF4Ke_WrQ	3.833	3.833	3.833	3.833	3.833		4.388	1.374	1.388	1.292		0.818	0.037	0.064	0.081
uI0LvTXFACid1308KFO5ew	3.000	3.000	3.000	3.000	3.000		4.422	1.366	1.388	1.290		0.539	0.081	0.162	0.218
yHTLTr-QN-loO_7XoxS8qg	2.667	2.667	2.667	2.667	2.667		4.506	1.365	1.369	1.284		0.422	0.085	0.185	0.308
P1fJb2WQ1mXoiudj8UE44w	3.567	3.567	3.567	3.567	3.567		4.509	1.364	1.393	1.293		0.703	0.054	0.102	0.141
1qCuOcks5HRv67OHovAVpg	3.565	3.565	3.565	3.565	3.565		4.494	1.355	1.371	1.288		0.707	0.054	0.101	0.139
rM-yscH8mBLYvpWnmvuPMw	2.143	2.143	2.143	2.143	2.143		4.356	1.380	1.392	1.303		0.265	0.106	0.244	0.385
YX_cdwb0A62hdQRBiZJgtQ	2.333	2.333	2.333	2.333	2.333		4.188	1.372	1.405	1.287		0.348	0.105	0.226	0.321
s74Tq6WKV1b91UFRr7ch7g	3.917	3.917	3.917	3.917	3.917		4.406	1.360	1.374	1.293		0.841	0.033	0.056	0.070
2i6lkGef2_GMudi6SbRX2w	4.333	4.333	4.333	4.333	4.333		4.526	1.368	1.322	1.296		0.940	0.013	0.021	0.026
kKmvSJ6Z8UVPdrnL74bqrg	3.550	3.550	3.550	3.550	3.550		4.561	1.364	1.384	1.285		0.687	0.059	0.110	0.145
cE27W9VPgO88Qxe4ol6y_g	2.600	2.600	2.600	2.600	2.600		4.402	1.368	1.376	1.284		0.413	0.100	0.208	0.279
1u2NauOy8xDj7aFQET680A	3.200	3.200	3.200	3.200	3.200		4.294	1.363	1.389	1.282		0.631	0.064	0.125	0.180
w8N1BIB2MiP53PM7ouYPQQ	2.000	2.000	2.000	2.000	2.000		4.108	1.247	1.189	1.214		0.272	0.108	0.247	0.372
T49ZvBa6mD4xHSmjHe-ArA	3.929	3.929	3.929	3.929	3.929		4.388	1.367	1.405	1.292		0.849	0.032	0.054	0.065
WWlNzfSllSQhr4whj0W_ng	4.952	4.952	4.952	4.952	4.952		4.494	1.367	1.397	1.279		1.000	0.000	0.000	0.000
UFhcxnTzfLO-ROftyP_ukw	2.500	2.500	2.500	2.500	2.500		4.524	1.367	1.403	1.278		0.367	0.088	0.194	0.351
ucKQlQvOeJxETLNkpKcaSw	3.524	3.524	3.524	3.524	3.524		4.433	1.361	1.393	1.290		0.706	0.056	0.103	0.135
BG4N0V93wml9kaU6YYRxRA	2.250	2.250	2.250	2.250	2.250		4.480	1.364	1.388	1.303		0.290	0.098	0.224	0.387
fNGIbpazjTRdXgwRY_NIXA	4.000	4.000	4.000	4.000	4.000		4.561	1.371	1.393	1.292		0.826	0.035	0.060	0.079
MKyk4F4HSzHF8v-4cYe3Ww	3.680	3.680	3.680	3.680	3.680		4.511	1.366	1.402	1.290		0.738	0.051	0.092	0.119
WNh5vxnNeWTwxotscrQ6vQ	2.857	2.857	2.857	2.857	2.857		4.563	1.365	1.397	1.293		0.471	0.082	0.172	0.275
r8BwdblCW-ZUES37BL0khw	4.643	4.643	4.643	4.643	4.643		4.652	1.372	1.408	1.291		0.997	0.001	0.001	0.001
7wT532x2Qz5Hw9BqtBapqw	4.000	4.000	4.000	4.000	4.000		4.451	1.363	1.393	1.296		0.855	0.031	0.052	0.062
6p9TlP2I8S4agxYMNFSDjg	3.029	3.029	3.029	3.029	3.029		4.399	1.363	1.397	1.290		0.552	0.074	0.150	0.224
zgy27FSnvwdINfk5cXBIyQ	3.000	3.000	3.000	3.000	3.000		4.327	1.366	1.407	1.293		0.555	0.079	0.156	0.210
LiMXTPwanF3LkkKHklFCjw	4.429	4.429	4.429	4.429	4.429		4.631	1.368	1.411	1.288		0.939	0.014	0.022	0.026
tv8cS4aaA1VDaInYgggb6g	3.135	3.135	3.135	3.135	3.135		4.432	1.364	1.388	1.288		0.581	0.070	0.141	0.208
